index,phone_number,cluster,plan_name,category,estimated_cost,suitability,final_score,rank
5216,797-6955,3,Unlimited Talk 399,Unlimited,411.43,0.82,0.704,1
5216,797-6955,3,All-Rounder 299,All-Rounder,362.86,0.73,0.684,2
5216,797-6955,3,Ultra Unlimited 499,Ultra,510.54,0.82,0.655,3
5217,778-9895,1,Unlimited Talk 399,Unlimited,411.71,0.817,0.703,1
5217,778-9895,1,All-Rounder 299,All-Rounder,360.5,0.734,0.687,2
5217,778-9895,1,Ultra Unlimited 499,Ultra,510.8,0.817,0.653,3
5218,986-5857,2,Unlimited Talk 399,Unlimited,401.77,0.815,0.707,1
5218,986-5857,2,All-Rounder 299,All-Rounder,349.38,0.743,0.697,2
5218,986-5857,2,Ultra Unlimited 499,Ultra,501.57,0.815,0.657,3
5219,768-5958,3,Unlimited Talk 399,Unlimited,411.46,0.779,0.684,1
5219,768-5958,3,All-Rounder 299,All-Rounder,349.12,0.711,0.681,2
5219,768-5958,3,Day Pro 349,Day,389.69,0.722,0.666,3
5220,988-8775,2,Unlimited Talk 399,Unlimited,401.74,0.813,0.706,1
5220,988-8775,2,All-Rounder 299,All-Rounder,351.45,0.739,0.694,2
5220,988-8775,2,Ultra Unlimited 499,Ultra,501.55,0.813,0.656,3
5221,787-8589,2,Unlimited Talk 399,Unlimited,411.71,0.817,0.703,1
5221,787-8589,2,All-Rounder 299,All-Rounder,366.82,0.726,0.68,2
5221,787-8589,2,Ultra Unlimited 499,Ultra,510.8,0.817,0.653,3
5222,796-9768,3,Unlimited Talk 399,Unlimited,400.23,0.81,0.705,1
5222,796-9768,3,All-Rounder 299,All-Rounder,359.79,0.718,0.679,2
5222,796-9768,3,Ultra Unlimited 499,Ultra,500.14,0.81,0.655,3
5223,995-8899,3,Unlimited Talk 399,Unlimited,400.82,0.817,0.708,1
5223,995-8899,3,All-Rounder 299,All-Rounder,351.41,0.739,0.694,2
5223,995-8899,3,Ultra Unlimited 499,Ultra,500.69,0.817,0.658,3
5224,997-7998,3,Unlimited Talk 399,Unlimited,411.46,0.816,0.702,1
5224,997-7998,3,All-Rounder 299,All-Rounder,358.02,0.736,0.689,2
5224,997-7998,3,Ultra Unlimited 499,Ultra,510.57,0.816,0.653,3
5225,795-5998,2,Unlimited Talk 399,Unlimited,400.85,0.805,0.702,1
5225,795-5998,2,All-Rounder 299,All-Rounder,355.03,0.729,0.687,2
5225,795-5998,2,Ultra Unlimited 499,Ultra,500.72,0.805,0.652,3
5226,799-9595,5,Unlimited Talk 399,Unlimited,401.46,0.816,0.707,1
5226,799-9595,5,All-Rounder 299,All-Rounder,359.45,0.727,0.684,2
5226,799-9595,5,Ultra Unlimited 499,Ultra,501.29,0.816,0.657,3
5227,988-8578,2,Unlimited Talk 399,Unlimited,410.31,0.817,0.703,1
5227,988-8578,2,All-Rounder Pro 399,All-Rounder,416.94,0.809,0.696,2
5227,988-8578,2,Ultra Unlimited 499,Ultra,509.5,0.817,0.654,3
5228,995-8769,3,Unlimited Talk 399,Unlimited,411.71,0.81,0.699,1
5228,995-8769,3,All-Rounder 299,All-Rounder,358.74,0.732,0.687,2
5228,995-8769,3,Ultra Unlimited 499,Ultra,510.8,0.81,0.65,3
5229,798-9555,3,All-Rounder 299,All-Rounder,337.82,0.716,0.689,1
5229,798-9555,3,Unlimited Talk 399,Unlimited,400.26,0.772,0.686,2
5229,798-9555,3,Day Pro 349,Day,379.59,0.718,0.669,3
5230,789-5977,3,Unlimited Talk 399,Unlimited,411.71,0.819,0.704,1
5230,789-5977,3,All-Rounder Pro 399,All-Rounder,418.64,0.807,0.694,2
5230,789-5977,3,Ultra Unlimited 499,Ultra,510.8,0.819,0.654,3
5231,789-9695,3,Unlimited Talk 399,Unlimited,411.57,0.799,0.694,1
5231,789-9695,3,All-Rounder 299,All-Rounder,353.39,0.727,0.687,2
5231,789-9695,3,Ultra Unlimited 499,Ultra,510.67,0.799,0.644,3
5232,986-8877,2,Night Owl 199,Night,284.65,0.66,0.688,1
5232,986-8877,2,Unlimited Talk 399,Unlimited,410.31,0.776,0.683,2
5232,986-8877,2,All-Rounder 299,All-Rounder,347.16,0.71,0.681,3
5233,785-9978,5,Unlimited Talk 399,Unlimited,401.74,0.808,0.703,1
5233,785-9978,5,All-Rounder 299,All-Rounder,348.86,0.735,0.693,2
5233,785-9978,5,Ultra Unlimited 499,Ultra,501.55,0.808,0.653,3
5234,989-5995,2,Unlimited Talk 399,Unlimited,411.43,0.816,0.702,1
5234,989-5995,2,All-Rounder 299,All-Rounder,358.07,0.736,0.689,2
5234,989-5995,2,Ultra Unlimited 499,Ultra,510.54,0.816,0.653,3
5235,798-7589,3,Unlimited Talk 399,Unlimited,411.49,0.805,0.697,1
5235,798-7589,3,All-Rounder Pro 399,All-Rounder,416.14,0.804,0.694,2
5235,798-7589,3,Ultra Unlimited 499,Ultra,510.6,0.805,0.647,3
5236,757-6769,3,Unlimited Talk 399,Unlimited,411.43,0.818,0.703,1
5236,757-6769,3,All-Rounder 299,All-Rounder,358.09,0.737,0.689,2
5236,757-6769,3,Ultra Unlimited 499,Ultra,510.54,0.818,0.654,3
5237,985-5879,2,Unlimited Talk 399,Unlimited,411.99,0.808,0.698,1
5237,985-5879,2,All-Rounder 299,All-Rounder,359.5,0.729,0.685,2
5237,985-5879,2,Ultra Unlimited 499,Ultra,511.06,0.808,0.648,3
5238,996-9759,2,Unlimited Talk 399,Unlimited,411.43,0.805,0.697,1
5238,996-9759,2,All-Rounder 299,All-Rounder,363.18,0.711,0.674,2
5238,996-9759,2,Ultra Unlimited 499,Ultra,510.54,0.805,0.647,3
5239,999-7996,1,Unlimited Talk 399,Unlimited,410.37,0.813,0.701,1
5239,999-7996,1,All-Rounder 299,All-Rounder,354.51,0.74,0.693,2
5239,999-7996,1,Ultra Unlimited 499,Ultra,509.56,0.813,0.652,3
5240,799-8769,2,Unlimited Talk 399,Unlimited,410.42,0.819,0.704,1
5240,799-8769,2,All-Rounder Pro 399,All-Rounder,416.06,0.812,0.698,2
5240,799-8769,2,Ultra Unlimited 499,Ultra,509.61,0.819,0.655,3
5241,996-9969,3,Unlimited Talk 399,Unlimited,411.57,0.819,0.704,1
5241,996-9969,3,All-Rounder 299,All-Rounder,366.85,0.726,0.68,2
5241,996-9969,3,Ultra Unlimited 499,Ultra,510.67,0.819,0.654,3
5242,797-9899,3,Unlimited Talk 399,Unlimited,411.32,0.819,0.704,1
5242,797-9899,3,All-Rounder 299,All-Rounder,366.24,0.726,0.68,2
5242,797-9899,3,Ultra Unlimited 499,Ultra,510.44,0.819,0.654,3
5243,786-7777,2,Unlimited Talk 399,Unlimited,411.74,0.811,0.7,1
5243,786-7777,2,All-Rounder 299,All-Rounder,361.56,0.728,0.683,2
5243,786-7777,2,Ultra Unlimited 499,Ultra,510.83,0.811,0.65,3
5244,775-8585,5,Unlimited Talk 399,Unlimited,411.99,0.816,0.702,1
5244,775-8585,5,All-Rounder 299,All-Rounder,357.54,0.737,0.69,2
5244,775-8585,5,Ultra Unlimited 499,Ultra,511.06,0.816,0.652,3
5245,987-5856,2,Unlimited Talk 399,Unlimited,401.74,0.807,0.703,1
5245,987-5856,2,All-Rounder 299,All-Rounder,354.65,0.732,0.689,2
5245,987-5856,2,Ultra Unlimited 499,Ultra,501.55,0.807,0.653,3
5246,999-5979,2,Unlimited Talk 399,Unlimited,410.31,0.819,0.704,1
5246,999-5979,2,All-Rounder 299,All-Rounder,363.69,0.729,0.683,2
5246,999-5979,2,Ultra Unlimited 499,Ultra,509.5,0.819,0.655,3
5247,796-7687,1,Night Owl 199,Night,259.38,0.677,0.709,1
5247,796-7687,1,All-Rounder 299,All-Rounder,334.6,0.712,0.689,2
5247,796-7687,1,Midnight Max 299,Midnight,344.56,0.703,0.679,3
5248,799-9598,3,Unlimited Talk 399,Unlimited,400.93,0.812,0.706,1
5248,799-9598,3,All-Rounder 299,All-Rounder,346.89,0.735,0.694,2
5248,799-9598,3,Ultra Unlimited 499,Ultra,500.79,0.812,0.656,3
5249,785-6978,3,Unlimited Talk 399,Unlimited,411.52,0.811,0.7,1
5249,785-6978,3,All-Rounder 299,All-Rounder,358.24,0.732,0.687,2
5249,785-6978,3,Ultra Unlimited 499,Ultra,510.62,0.811,0.65,3
5250,997-5999,2,Unlimited Talk 399,Unlimited,401.72,0.827,0.713,1
5250,997-5999,2,All-Rounder 299,All-Rounder,350.68,0.734,0.692,2
5250,997-5999,2,Ultra Unlimited 499,Ultra,501.52,0.827,0.663,3
5251,766-5655,3,Unlimited Talk 399,Unlimited,410.45,0.81,0.7,1
5251,766-5655,3,All-Rounder 299,All-Rounder,358.96,0.731,0.686,2
5251,766-5655,3,Ultra Unlimited 499,Ultra,509.63,0.81,0.65,3
5252,996-7599,4,Unlimited Talk 399,Unlimited,401.69,0.81,0.704,1
5252,996-7599,4,All-Rounder 299,All-Rounder,346.83,0.747,0.7,2
5252,996-7599,4,Ultra Unlimited 499,Ultra,501.5,0.81,0.654,3
5253,755-5679,1,Unlimited Talk 399,Unlimited,411.77,0.812,0.7,1
5253,755-5679,1,All-Rounder 299,All-Rounder,356.82,0.736,0.69,2
5253,755-5679,1,Ultra Unlimited 499,Ultra,510.86,0.812,0.651,3
5254,955-5758,3,Unlimited Talk 399,Unlimited,410.31,0.813,0.701,1
5254,955-5758,3,All-Rounder 299,All-Rounder,358.37,0.734,0.688,2
5254,955-5758,3,Ultra Unlimited 499,Ultra,509.5,0.813,0.652,3
5255,759-5788,3,Unlimited Talk 399,Unlimited,401.66,0.81,0.704,1
5255,759-5788,3,All-Rounder 299,All-Rounder,347.22,0.742,0.697,2
5255,759-5788,3,Ultra Unlimited 499,Ultra,501.47,0.81,0.654,3
5256,789-5577,1,Unlimited Talk 399,Unlimited,411.49,0.814,0.701,1
5256,789-5577,1,All-Rounder 299,All-Rounder,357.79,0.736,0.689,2
5256,789-5577,1,Ultra Unlimited 499,Ultra,510.6,0.814,0.652,3
5257,959-6699,1,Unlimited Talk 399,Unlimited,410.31,0.809,0.699,1
5257,959-6699,1,All-Rounder 299,All-Rounder,361.9,0.729,0.684,2
5257,959-6699,1,Ultra Unlimited 499,Ultra,509.5,0.809,0.65,3
5258,795-9785,3,Unlimited Talk 399,Unlimited,411.43,0.797,0.693,1
5258,795-9785,3,All-Rounder 299,All-Rounder,357.26,0.712,0.677,2
5258,795-9785,3,Ultra Unlimited 499,Ultra,510.54,0.797,0.643,3
5259,789-9859,3,Unlimited Talk 399,Unlimited,411.43,0.818,0.703,1
5259,789-9859,3,All-Rounder Pro 399,All-Rounder,419.98,0.804,0.692,2
5259,789-9859,3,Ultra Unlimited 499,Ultra,510.54,0.818,0.654,3
5260,775-5967,2,Unlimited Talk 399,Unlimited,411.52,0.821,0.705,1
5260,775-5967,2,All-Rounder 299,All-Rounder,363.12,0.729,0.683,2
5260,775-5967,2,Ultra Unlimited 499,Ultra,510.62,0.821,0.655,3
5261,996-6599,3,Unlimited Talk 399,Unlimited,411.74,0.812,0.7,1
5261,996-6599,3,All-Rounder 299,All-Rounder,362.44,0.73,0.684,2
5261,996-6599,3,Ultra Unlimited 499,Ultra,510.83,0.812,0.651,3
5262,788-6856,3,Unlimited Talk 399,Unlimited,411.71,0.82,0.704,1
5262,788-6856,3,All-Rounder 299,All-Rounder,366.81,0.726,0.68,2
5262,788-6856,3,Ultra Unlimited 499,Ultra,510.8,0.82,0.655,3
5263,767-9859,2,Unlimited Talk 399,Unlimited,411.43,0.823,0.706,1
5263,767-9859,2,All-Rounder 299,All-Rounder,363.53,0.727,0.682,2
5263,767-9859,2,Ultra Unlimited 499,Ultra,510.54,0.823,0.656,3
5264,786-7998,3,Unlimited Talk 399,Unlimited,411.57,0.808,0.698,1
5264,786-7998,3,All-Rounder 299,All-Rounder,359.83,0.73,0.685,2
5264,786-7998,3,Ultra Unlimited 499,Ultra,510.67,0.808,0.649,3
5265,796-5858,2,Unlimited Talk 399,Unlimited,401.74,0.814,0.706,1
5265,796-5858,2,All-Rounder 299,All-Rounder,353.5,0.735,0.691,2
5265,796-5858,2,Ultra Unlimited 499,Ultra,501.55,0.814,0.656,3
5266,759-9867,3,Unlimited Talk 399,Unlimited,411.49,0.814,0.701,1
5266,759-9867,3,All-Rounder 299,All-Rounder,356.59,0.737,0.69,2
5266,759-9867,3,Ultra Unlimited 499,Ultra,510.6,0.814,0.652,3
5267,775-9585,2,Night Owl 199,Night,265.74,0.66,0.697,1
5267,775-9585,2,All-Rounder 299,All-Rounder,334.55,0.714,0.69,2
5267,775-9585,2,Midnight Max 299,Midnight,345.58,0.694,0.674,3
5268,789-9767,2,Night Owl 199,Night,255.33,0.682,0.713,1
5268,789-9767,2,All-Rounder 299,All-Rounder,334.83,0.705,0.685,2
5268,789-9767,2,Midnight Max 299,Midnight,342.52,0.707,0.682,3
5269,988-9588,1,Unlimited Talk 399,Unlimited,400.62,0.81,0.705,1
5269,988-9588,1,All-Rounder 299,All-Rounder,345.73,0.747,0.701,2
5269,988-9588,1,Ultra Unlimited 499,Ultra,500.51,0.81,0.655,3
5270,768-5799,2,Unlimited Talk 399,Unlimited,401.72,0.807,0.703,1
5270,768-5799,2,All-Rounder 299,All-Rounder,349.82,0.738,0.694,2
5270,768-5799,2,Ultra Unlimited 499,Ultra,501.52,0.807,0.653,3
5271,777-7578,2,Unlimited Talk 399,Unlimited,411.43,0.828,0.708,1
5271,777-7578,2,All-Rounder 299,All-Rounder,360.3,0.728,0.684,2
5271,777-7578,2,Ultra Unlimited 499,Ultra,510.54,0.828,0.659,3
5272,757-9589,5,Unlimited Talk 399,Unlimited,411.32,0.808,0.698,1
5272,757-9589,5,All-Rounder 299,All-Rounder,359.66,0.727,0.684,2
5272,757-9589,5,Ultra Unlimited 499,Ultra,510.44,0.808,0.649,3
5273,768-6895,1,Unlimited Talk 399,Unlimited,410.34,0.818,0.704,1
5273,768-6895,1,All-Rounder 299,All-Rounder,366.13,0.725,0.679,2
5273,768-6895,1,Ultra Unlimited 499,Ultra,509.53,0.818,0.654,3
5274,777-9787,2,All-Rounder Pro 399,All-Rounder,414.81,0.808,0.697,1
5274,777-9787,2,Unlimited Talk 399,Unlimited,411.6,0.805,0.697,2
5274,777-9787,2,Ultra Unlimited 499,Ultra,510.7,0.805,0.647,3
5275,777-5558,3,Unlimited Talk 399,Unlimited,411.43,0.817,0.703,1
5275,777-5558,3,All-Rounder 299,All-Rounder,357.9,0.737,0.69,2
5275,777-5558,3,Ultra Unlimited 499,Ultra,510.54,0.817,0.653,3
5276,798-5767,2,Unlimited Talk 399,Unlimited,411.46,0.817,0.703,1
5276,798-5767,2,All-Rounder 299,All-Rounder,370.16,0.723,0.676,2
5276,798-5767,2,Ultra Unlimited 499,Ultra,510.57,0.817,0.653,3
5277,777-7599,3,Unlimited Talk 399,Unlimited,401.49,0.814,0.706,1
5277,777-7599,3,All-Rounder 299,All-Rounder,344.01,0.744,0.7,2
5277,777-7599,3,Ultra Unlimited 499,Ultra,501.31,0.814,0.656,3
5278,955-8799,3,Unlimited Talk 399,Unlimited,410.45,0.818,0.704,1
5278,955-8799,3,All-Rounder 299,All-Rounder,361.39,0.732,0.685,2
5278,955-8799,3,Ultra Unlimited 499,Ultra,509.63,0.818,0.654,3
5279,797-6797,5,Unlimited Talk 399,Unlimited,400.85,0.811,0.705,1
5279,797-6797,5,All-Rounder 299,All-Rounder,345.81,0.749,0.702,2
5279,797-6797,5,Ultra Unlimited 499,Ultra,500.72,0.811,0.655,3
5280,785-7998,3,Night Owl 199,Night,262.46,0.673,0.705,1
5280,785-7998,3,All-Rounder 299,All-Rounder,331.6,0.726,0.697,2
5280,785-7998,3,Midnight Max 299,Midnight,341.2,0.699,0.679,3
5281,999-5767,2,Unlimited Talk 399,Unlimited,411.46,0.812,0.7,1
5281,999-5767,2,All-Rounder 299,All-Rounder,360.47,0.729,0.684,2
5281,999-5767,2,Ultra Unlimited 499,Ultra,510.57,0.812,0.651,3
5282,775-9796,3,Unlimited Talk 399,Unlimited,411.52,0.81,0.699,1
5282,775-9796,3,All-Rounder 299,All-Rounder,358.87,0.733,0.687,2
5282,775-9796,3,Ultra Unlimited 499,Ultra,510.62,0.81,0.65,3
5283,765-7878,3,Unlimited Talk 399,Unlimited,410.42,0.815,0.702,1
5283,765-7878,3,All-Rounder 299,All-Rounder,369.42,0.723,0.677,2
5283,765-7878,3,Ultra Unlimited 499,Ultra,509.61,0.815,0.653,3
5284,998-7755,2,Unlimited Talk 399,Unlimited,410.45,0.803,0.696,1
5284,998-7755,2,All-Rounder 299,All-Rounder,350.63,0.738,0.694,2
5284,998-7755,2,Ultra Unlimited 499,Ultra,509.63,0.803,0.647,3
5285,787-9575,3,Unlimited Talk 399,Unlimited,411.52,0.811,0.7,1
5285,787-9575,3,All-Rounder 299,All-Rounder,359.22,0.733,0.687,2
5285,787-9575,3,Ultra Unlimited 499,Ultra,510.62,0.811,0.65,3
5286,759-5895,2,Unlimited Talk 399,Unlimited,410.2,0.813,0.701,1
5286,759-5895,2,All-Rounder Pro 399,All-Rounder,418.39,0.806,0.694,2
5286,759-5895,2,Ultra Unlimited 499,Ultra,509.4,0.813,0.652,3
5287,799-6797,1,Unlimited Talk 399,Unlimited,411.49,0.822,0.705,1
5287,799-6797,1,All-Rounder 299,All-Rounder,365.58,0.725,0.68,2
5287,799-6797,1,Ultra Unlimited 499,Ultra,510.6,0.822,0.656,3
5288,776-8797,3,Unlimited Talk 399,Unlimited,411.49,0.805,0.697,1
5288,776-8797,3,All-Rounder 299,All-Rounder,363.17,0.723,0.68,2
5288,776-8797,3,Ultra Unlimited 499,Ultra,510.6,0.805,0.647,3
5289,768-5758,2,Unlimited Talk 399,Unlimited,401.69,0.812,0.705,1
5289,768-5758,2,All-Rounder 299,All-Rounder,349.91,0.739,0.695,2
5289,768-5758,2,Ultra Unlimited 499,Ultra,501.5,0.812,0.655,3
5290,796-8765,1,Unlimited Talk 399,Unlimited,411.43,0.812,0.7,1
5290,796-8765,1,All-Rounder Pro 399,All-Rounder,420.78,0.802,0.691,2
5290,796-8765,1,Ultra Unlimited 499,Ultra,510.54,0.812,0.651,3
5291,795-9698,2,Night Owl 199,Night,254.76,0.667,0.706,1
5291,795-9698,2,All-Rounder 299,All-Rounder,325.04,0.717,0.696,2
5291,795-9698,2,Midnight Max 299,Midnight,335.43,0.693,0.679,3
5292,779-9798,3,Unlimited Talk 399,Unlimited,411.46,0.82,0.704,1
5292,779-9798,3,All-Rounder 299,All-Rounder,366.84,0.725,0.679,2
5292,779-9798,3,Ultra Unlimited 499,Ultra,510.57,0.82,0.655,3
5293,759-5779,3,Unlimited Talk 399,Unlimited,411.32,0.815,0.702,1
5293,759-5779,3,All-Rounder 299,All-Rounder,361.73,0.732,0.685,2
5293,759-5779,3,Ultra Unlimited 499,Ultra,510.44,0.815,0.652,3
5294,777-5899,2,Unlimited Talk 399,Unlimited,411.46,0.809,0.699,1
5294,777-5899,2,All-Rounder 299,All-Rounder,358.88,0.728,0.685,2
5294,777-5899,2,Ultra Unlimited 499,Ultra,510.57,0.809,0.649,3
5295,767-9689,3,Night Owl 199,Night,257.26,0.681,0.712,1
5295,767-9689,3,All-Rounder 299,All-Rounder,334.5,0.711,0.688,2
5295,767-9689,3,Midnight Max 299,Midnight,344.35,0.702,0.679,3
5296,958-9977,3,Unlimited Talk 399,Unlimited,411.6,0.815,0.702,1
5296,958-9977,3,All-Rounder 299,All-Rounder,368.4,0.724,0.678,2
5296,958-9977,3,Ultra Unlimited 499,Ultra,510.7,0.815,0.652,3
5297,759-9855,2,Night Owl 199,Night,263.83,0.634,0.685,1
5297,759-9855,2,All-Rounder 299,All-Rounder,333.78,0.688,0.677,2
5297,759-9855,2,Midnight Max 299,Midnight,344.56,0.686,0.671,3
5298,797-5897,2,Unlimited Talk 399,Unlimited,411.43,0.816,0.702,1
5298,797-5897,2,All-Rounder 299,All-Rounder,366.21,0.726,0.68,2
5298,797-5897,2,Ultra Unlimited 499,Ultra,510.54,0.816,0.653,3
5299,789-7596,1,Unlimited Talk 399,Unlimited,400.93,0.799,0.699,1
5299,789-7596,1,All-Rounder 299,All-Rounder,343.31,0.734,0.695,2
5299,789-7596,1,Ultra Unlimited 499,Ultra,500.79,0.799,0.649,3
5300,789-9595,3,Unlimited Talk 399,Unlimited,401.07,0.812,0.705,1
5300,789-9595,3,All-Rounder 299,All-Rounder,348.59,0.743,0.697,2
5300,789-9595,3,Ultra Unlimited 499,Ultra,500.92,0.812,0.656,3
5301,759-9667,3,Unlimited Talk 399,Unlimited,401.77,0.813,0.706,1
5301,759-9667,3,All-Rounder 299,All-Rounder,347.96,0.746,0.699,2
5301,759-9667,3,Ultra Unlimited 499,Ultra,501.57,0.813,0.656,3
5302,797-5867,3,Unlimited Talk 399,Unlimited,411.6,0.816,0.702,1
5302,797-5867,3,All-Rounder 299,All-Rounder,362.62,0.731,0.684,2
5302,797-5867,3,Ultra Unlimited 499,Ultra,510.7,0.816,0.653,3
5303,795-8977,3,Unlimited Talk 399,Unlimited,411.43,0.822,0.705,1
5303,795-8977,3,All-Rounder 299,All-Rounder,365.3,0.726,0.68,2
5303,795-8977,3,Ultra Unlimited 499,Ultra,510.54,0.822,0.656,3
5304,775-9989,3,Unlimited Talk 399,Unlimited,410.34,0.824,0.707,1
5304,775-9989,3,All-Rounder 299,All-Rounder,360.88,0.729,0.684,2
5304,775-9989,3,Ultra Unlimited 499,Ultra,509.53,0.824,0.657,3
5305,797-7596,3,Unlimited Talk 399,Unlimited,410.37,0.813,0.701,1
5305,797-7596,3,All-Rounder 299,All-Rounder,363.96,0.726,0.681,2
5305,797-7596,3,Ultra Unlimited 499,Ultra,509.56,0.813,0.652,3
5306,766-5576,2,Unlimited Talk 399,Unlimited,410.45,0.819,0.704,1
5306,766-5576,2,All-Rounder 299,All-Rounder,360.1,0.733,0.686,2
5306,766-5576,2,Ultra Unlimited 499,Ultra,509.63,0.819,0.655,3
5307,755-5597,2,Unlimited Talk 399,Unlimited,400.9,0.824,0.712,1
5307,755-5597,2,All-Rounder 299,All-Rounder,348.66,0.739,0.695,2
5307,755-5597,2,Ultra Unlimited 499,Ultra,500.77,0.824,0.662,3
5308,758-9798,3,Unlimited Talk 399,Unlimited,411.43,0.816,0.702,1
5308,758-9798,3,All-Rounder Pro 399,All-Rounder,418.15,0.804,0.693,2
5308,758-9798,3,Ultra Unlimited 499,Ultra,510.54,0.816,0.653,3
5309,998-5788,2,Night Owl 199,Night,259.03,0.674,0.707,1
5309,998-5788,2,All-Rounder 299,All-Rounder,335.62,0.707,0.686,2
5309,998-5788,2,Midnight Max 299,Midnight,346.12,0.699,0.676,3
5310,795-5656,3,Night Owl 199,Night,283.02,0.668,0.692,1
5310,795-5656,3,All-Rounder 299,All-Rounder,342.76,0.723,0.69,2
5310,795-5656,3,Unlimited Talk 399,Unlimited,410.34,0.779,0.684,3
5311,777-9798,2,Unlimited Talk 399,Unlimited,401.18,0.816,0.707,1
5311,777-9798,2,All-Rounder 299,All-Rounder,348.57,0.744,0.698,2
5311,777-9798,2,Ultra Unlimited 499,Ultra,501.03,0.816,0.657,3
5312,767-9967,3,Unlimited Talk 399,Unlimited,411.71,0.819,0.704,1
5312,767-9967,3,All-Rounder 299,All-Rounder,366.86,0.726,0.68,2
5312,767-9967,3,Ultra Unlimited 499,Ultra,510.8,0.819,0.654,3
5313,988-5789,2,All-Rounder 299,All-Rounder,341.55,0.741,0.7,1
5313,988-5789,2,Unlimited Talk 399,Unlimited,401.1,0.801,0.7,2
5313,988-5789,2,Ultra Unlimited 499,Ultra,500.95,0.801,0.65,3
5314,996-9965,0,All-Rounder 299,All-Rounder,324.32,0.701,0.688,1
5314,996-9965,0,Global Saver 399,Global,422.63,0.668,0.623,2
5314,996-9965,0,Lite Value 149,Lite,202.81,0.381,0.589,3
5315,795-6697,1,Unlimited Talk 399,Unlimited,411.6,0.814,0.701,1
5315,795-6697,1,All-Rounder 299,All-Rounder,356.74,0.729,0.686,2
5315,795-6697,1,Ultra Unlimited 499,Ultra,510.7,0.814,0.652,3
5316,797-5965,1,Unlimited Talk 399,Unlimited,411.6,0.82,0.704,1
5316,797-5965,1,All-Rounder 299,All-Rounder,360.53,0.733,0.686,2
5316,797-5965,1,Ultra Unlimited 499,Ultra,510.7,0.82,0.655,3
5317,985-9686,5,Unlimited Talk 399,Unlimited,411.54,0.817,0.703,1
5317,985-9686,5,All-Rounder 299,All-Rounder,361.85,0.732,0.685,2
5317,985-9686,5,Ultra Unlimited 499,Ultra,510.65,0.817,0.653,3
5318,786-9799,3,Unlimited Talk 399,Unlimited,411.6,0.817,0.703,1
5318,786-9799,3,All-Rounder 299,All-Rounder,366.87,0.726,0.68,2
5318,786-9799,3,Ultra Unlimited 499,Ultra,510.7,0.817,0.653,3
5319,757-8995,2,Unlimited Talk 399,Unlimited,410.45,0.806,0.698,1
5319,757-8995,2,All-Rounder 299,All-Rounder,363.87,0.712,0.674,2
5319,757-8995,2,Ultra Unlimited 499,Ultra,509.63,0.806,0.648,3
5320,996-5668,3,Unlimited Talk 399,Unlimited,411.43,0.816,0.702,1
5320,996-5668,3,All-Rounder 299,All-Rounder,361.5,0.732,0.685,2
5320,996-5668,3,Ultra Unlimited 499,Ultra,510.54,0.816,0.653,3
5321,778-7875,2,Unlimited Talk 399,Unlimited,401.1,0.802,0.7,1
5321,778-7875,2,All-Rounder 299,All-Rounder,354.86,0.717,0.681,2
5321,778-7875,2,Ultra Unlimited 499,Ultra,500.95,0.802,0.651,3
5322,779-8965,3,Night Owl 199,Night,255.62,0.665,0.705,1
5322,779-8965,3,All-Rounder 299,All-Rounder,326.31,0.713,0.693,2
5322,779-8965,3,Midnight Max 299,Midnight,335.15,0.696,0.68,3
5323,999-9877,5,Night Owl 199,Night,262.74,0.666,0.702,1
5323,999-9877,5,All-Rounder 299,All-Rounder,335.09,0.71,0.687,2
5323,999-9877,5,Midnight Max 299,Midnight,341.75,0.705,0.682,3
5324,995-5865,3,Night Owl 199,Night,252.51,0.671,0.709,1
5324,995-5865,3,All-Rounder 299,All-Rounder,325.24,0.717,0.696,2
5324,995-5865,3,Midnight Max 299,Midnight,333.09,0.696,0.681,3
5325,765-5757,2,Unlimited Talk 399,Unlimited,400.54,0.81,0.705,1
5325,765-5757,2,All-Rounder 299,All-Rounder,350.36,0.74,0.695,2
5325,765-5757,2,Ultra Unlimited 499,Ultra,500.43,0.81,0.655,3
5326,759-5999,3,Unlimited Talk 399,Unlimited,401.63,0.811,0.705,1
5326,759-5999,3,All-Rounder 299,All-Rounder,350.99,0.735,0.692,2
5326,759-5999,3,Ultra Unlimited 499,Ultra,501.44,0.811,0.655,3
5327,759-9789,1,Night Owl 199,Night,250.3,0.683,0.716,1
5327,759-9789,1,All-Rounder 299,All-Rounder,322.68,0.726,0.702,2
5327,759-9789,1,Midnight Max 299,Midnight,331.75,0.698,0.683,3
5328,775-7668,5,Unlimited Talk 399,Unlimited,400.79,0.815,0.707,1
5328,775-7668,5,All-Rounder 299,All-Rounder,348.04,0.736,0.694,2
5328,775-7668,5,Ultra Unlimited 499,Ultra,500.66,0.815,0.657,3
5329,799-9785,3,Unlimited Talk 399,Unlimited,400.54,0.816,0.708,1
5329,799-9785,3,All-Rounder 299,All-Rounder,348.21,0.735,0.693,2
5329,799-9785,3,Ultra Unlimited 499,Ultra,500.43,0.816,0.658,3
5330,998-9775,3,Unlimited Talk 399,Unlimited,401.38,0.809,0.704,1
5330,998-9775,3,All-Rounder 299,All-Rounder,347.7,0.741,0.697,2
5330,998-9775,3,Ultra Unlimited 499,Ultra,501.21,0.809,0.654,3
5331,989-5968,3,Unlimited Talk 399,Unlimited,401.35,0.819,0.709,1
