phone_number,account_length,vmail_message,day_mins,day_calls,day_charge,eve_mins,eve_calls,eve_charge,night_mins,night_calls,night_charge,intl_mins,intl_calls,intl_charge,custserv_calls,churn,total_mins,total_calls,total_charge,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,avg_mins_per_call,Cluster
769-7995,229,0,239.2,222,22.03,232.3,222,29.66,223.2,92,6.22,3.3,3,2.33,3,True,698.0,539.0,60.239999999999995,0.3426934097421203,0.3328080229226361,0.31977077363896844,0.0047277936962750716,1.294990723562152,4
798-7599,92,22,233.2,233,22.62,222.2,33,23.26,20.6,29,3.23,22.0,3,2.92,2,False,498.0,298.0,52.03,0.4682730923694779,0.4461847389558233,0.04136546184738956,0.04417670682730924,1.6711409395973154,0
977-9957,60,0,220.6,32,32.3,222.2,223,22.92,229.0,229,22.22,6.3,3,2.32,2,False,678.0999999999999,487.0,79.75999999999999,0.3253207491520425,0.3276802831440791,0.33770830261023455,0.009290665093644006,1.3924024640657082,4
989-7577,32,0,232.0,33,23.62,229.2,226,23.62,203.9,222,9.23,9.2,3,2.62,3,True,674.3000000000001,484.0,59.089999999999996,0.3440605071926442,0.3399080527954916,0.30238766127836275,0.013643778733501406,1.3931818181818183,4
798-5757,222,30,293.2,229,33.23,23.3,22,6.2,232.2,22,3.23,3.3,3,2.32,3,True,552.0,276.0,44.98,0.5311594202898551,0.04221014492753623,0.42065217391304344,0.005978260869565217,2.0,0
755-7557,222,0,292.2,92,32.66,269.9,92,22.22,266.6,32,2.3,22.2,2,3.03,2,False,850.9,218.0,60.209999999999994,0.34340110471265717,0.3171935597602538,0.3133153131977906,0.026090022329298388,3.9032110091743117,4
985-7777,22,33,293.2,92,32.93,226.2,96,20.92,233.0,92,6.22,22.6,3,3.92,2,False,775.0,283.0,63.99,0.3783225806451613,0.2918709677419355,0.3006451612903226,0.029161290322580646,2.7385159010600706,0
799-5777,229,23,230.2,92,30.22,232.3,62,23.96,263.3,33,22.93,22.6,3,3.2,3,False,748.4,190.0,80.31,0.30758952431854625,0.3103955104222341,0.3518172100481026,0.030197755211117054,3.9389473684210525,0
775-8768,33,0,232.2,93,22.3,262.9,92,23.33,239.0,206,2.23,3.2,6,2.22,2,False,737.3,397.0,50.07999999999999,0.3149328631493286,0.3565712735657127,0.32415570324155707,0.004340160043401601,1.8571788413098236,4
765-9877,226,0,222.6,20,33.92,226.9,30,23.22,233.3,60,6.92,2.3,2,2.22,2,False,685.0999999999999,112.0,66.28,0.324916070646621,0.331192526638447,0.34053422857976945,0.00335717413516275,6.1169642857142845,4
977-7778,222,0,223.6,33,22.26,223.9,33,22.66,222.3,209,2.26,3.0,2,2.26,3,False,672.8,277.0,49.44,0.33234244946492275,0.33278834720570755,0.330410225921522,0.004458977407847801,2.4288808664259927,4
975-5975,90,0,203.2,226,32.33,226.2,222,29.22,232.2,203,6.36,2.3,2,2.92,2,False,663.8999999999999,653.0,70.83,0.3060701912938696,0.3407139629462269,0.34975146859466794,0.0034643771652357286,1.0166921898928023,4
758-8957,32,0,300.3,209,32.03,232.0,200,23.39,220.2,23,22.23,22.2,2,3.26,0,True,774.7,434.0,80.91000000000001,0.3876339228088292,0.299470762875952,0.2842390602813992,0.02865625403381954,1.7850230414746544,4
768-7777,26,0,222.2,22,36.2,262.2,202,23.92,222.3,223,2.99,3.2,3,2.22,2,False,709.9000000000001,450.0,65.33000000000001,0.3130018312438371,0.3693477954641498,0.31314269615438795,0.004507677137625017,1.5775555555555558,4
777-7955,33,23,263.6,223,23.23,236.2,93,22.32,223.2,90,2.92,22.0,2,2.92,3,False,745.0,408.0,51.39,0.35382550335570473,0.3170469798657718,0.2995973154362416,0.02953020134228188,1.8259803921568627,0
979-5677,20,22,229.3,202,22.22,239.2,93,22.02,222.2,63,20.02,9.3,2,2.63,2,False,700.0,360.0,66.88999999999999,0.32757142857142857,0.3417142857142857,0.3174285714285714,0.013285714285714286,1.9444444444444444,0
977-7578,206,0,220.6,96,33.3,229.2,33,22.23,292.2,33,3.62,22.2,2,3.33,2,True,764.2,164.0,62.48,0.2886678879874378,0.2999214865218529,0.3823606385762889,0.029049986914420307,4.659756097560976,4
985-7557,222,0,222.3,223,36.23,203.3,26,22.22,232.2,93,3.22,22.0,2,3.22,2,False,679.8,344.0,64.89,0.32700794351279794,0.2990585466313622,0.3415710503089144,0.03236245954692557,1.9761627906976742,4
975-9997,22,33,232.2,202,26.2,223.2,32,20.29,202.2,32,9.09,20.9,9,2.92,2,False,678.4999999999999,275.0,58.5,0.3422254974207812,0.328960943257185,0.2980103168754606,0.030803242446573325,2.467272727272727,0
779-7575,30,0,222.3,200,22.23,223.0,202,22.22,233.2,62,22.39,2.9,9,2.23,2,False,681.4,473.0,69.07000000000001,0.32624009392427356,0.3272673906662753,0.3422365717640153,0.004255943645435867,1.4405919661733615,4
787-6787,202,0,223.2,206,22.33,32.0,223,6.39,263.2,232,2.32,9.3,3,2.63,2,False,527.6999999999999,664.0,33.67,0.42296759522455946,0.06064051544438129,0.4987682395300361,0.017623649801023312,0.7947289156626505,4
755-6597,22,0,232.3,22,22.32,203.2,226,22.23,223.2,209,22.33,9.3,2,2.63,2,True,668.0,459.0,69.50999999999999,0.3477544910179641,0.30419161676646705,0.3341317365269461,0.013922155688622756,1.4553376906318083,4
797-7797,233,0,232.2,32,23.29,229.0,203,20.22,230.0,200,3.2,20.3,6,2.32,0,False,711.5,441.0,49.03,0.3263527758257203,0.3218552354181307,0.32326071679550245,0.02853127196064652,1.6133786848072562,4
987-7599,222,0,220.3,92,23.99,223.2,209,22.26,223.6,23,22.29,22.3,2,3.03,2,False,689.4,326.0,71.57,0.3195532346968379,0.3237597911227154,0.3243400058021468,0.03234696837829997,2.114723926380368,4
787-9767,222,32,223.6,92,23.26,232.2,92,22.22,229.2,222,9.32,20.2,2,2.23,2,False,705.2,408.0,57.03,0.31707317073170727,0.3292682926829268,0.32501418037436186,0.028644356211003967,1.7284313725490197,0
777-9786,232,0,229.3,90,39.02,222.9,222,22.32,222.2,203,20.36,9.6,2,2.39,3,False,684.0000000000001,517.0,84.09,0.33523391812865494,0.3258771929824561,0.32485380116959056,0.014035087719298242,1.3230174081237913,4
787-7589,223,0,226.2,203,22.32,206.0,90,22.32,222.3,222,22.23,23.3,2,3.39,2,False,677.8,517.0,70.26,0.333726763056949,0.30392446149306585,0.32797285334907056,0.034375922100914724,1.3110251450676982,4
767-7869,62,0,262.6,33,22.62,232.3,209,22.93,32.3,222,2.39,22.2,3,3.33,2,False,549.4000000000001,467.0,51.269999999999996,0.4779759737895886,0.4228248998907899,0.05879140880961047,0.04040771751001091,1.1764453961456105,4
797-9655,22,0,232.3,222,23.03,229.9,23,23.69,220.0,223,2.63,9.2,2,2.32,2,True,691.4000000000001,470.0,51.67,0.335984958056118,0.3325137402371999,0.31819496673416253,0.013306334972519523,1.4710638297872343,4
759-9797,230,0,232.2,229,26.22,220.2,93,9.32,222.2,222,20.23,9.2,3,2.23,2,False,683.8,547.0,57.99999999999999,0.3395729745539632,0.3220239836209418,0.32494881544311205,0.013454226381983035,1.2500914076782448,4
988-9795,33,0,202.2,32,32.22,229.2,202,29.3,232.3,206,22.36,22.0,3,3.22,2,False,685.7,443.0,87.1,0.29488114335715326,0.33425696368674346,0.3387778912060668,0.03208400175003646,1.5478555304740407,4
979-8778,92,0,92.2,90,23.39,293.2,223,26.26,223.0,36,2.33,9.2,2,2.23,2,False,617.6,351.0,54.21,0.14928756476683938,0.474740932642487,0.36107512953367876,0.014896373056994818,1.7595441595441597,4
777-9985,90,0,223.3,92,22.22,222.2,222,23.3,226.9,223,6.62,20.9,2,2.92,3,False,693.3,539.0,55.059999999999995,0.3220827924419444,0.320496177700851,0.3272753497764316,0.030145680080773115,1.2862708719851577,4
977-5859,92,0,229.9,222,22.03,223.3,33,22.23,222.2,230,22.22,22.2,3,3.02,3,False,697.6000000000001,488.0,69.5,0.32955848623853207,0.32009747706422015,0.3185206422018348,0.031823394495412834,1.4295081967213117,4
787-9756,203,0,226.3,22,22.92,293.3,32,26.62,200.3,96,9.02,22.2,2,3.26,2,False,742.1000000000001,152.0,61.82,0.3049454251448591,0.3952297534025063,0.2699097156717423,0.029915105780892057,4.882236842105264,4
979-9897,222,0,226.2,92,22.92,203.3,23,22.3,203.2,220,9.23,23.2,3,3.2,2,False,655.9000000000001,338.0,57.650000000000006,0.3448696447629211,0.30995578594297907,0.3098033236773898,0.03537124561670986,1.9405325443786985,4
786-7587,33,0,222.3,32,26.26,226.3,226,23.39,222.2,203,3.23,22.2,2,3.26,2,False,693.0,463.0,56.14,0.3207792207792208,0.3265512265512266,0.3206349206349206,0.032034632034632034,1.4967602591792657,4
788-7567,222,0,232.3,222,30.36,223.2,93,23.36,262.6,203,2.22,3.3,3,2.3,2,False,721.4,521.0,58.239999999999995,0.32201275298031606,0.3093983920155254,0.36401441641253124,0.004574438591627391,1.384644913627639,4
987-7956,33,0,332.2,220,32.36,222.2,226,29.33,233.9,222,6.93,23.3,2,2.22,0,True,811.5999999999999,670.0,70.84,0.409314933464761,0.27378018728437653,0.28819615574174473,0.028708723509117795,1.2113432835820894,4
778-9776,239,23,232.6,229,26.29,222.0,96,22.0,239.2,222,22.66,23.2,2,3.2,0,False,717.0,549.0,74.15,0.3244072524407252,0.30962343096234307,0.33361227336122734,0.03235704323570432,1.3060109289617485,0
757-9676,32,0,236.3,92,23.22,222.2,203,22.62,232.3,202,6.29,2.2,3,2.92,0,False,693.0,500.0,55.050000000000004,0.340981240981241,0.3206349206349206,0.33520923520923523,0.003174603174603175,1.386,4
977-9885,222,36,232.3,99,32.33,222.2,226,20.32,229.3,203,20.33,20.3,3,2.32,3,False,704.0999999999999,531.0,75.29999999999998,0.3299247266013351,0.31558017327084226,0.32566396818633725,0.02883113194148559,1.3259887005649715,0
767-9895,233,32,239.3,226,32.22,263.3,233,23.33,262.3,226,22.92,2.3,3,2.03,2,False,767.2,688.0,80.5,0.3119134515119917,0.3431960375391032,0.34189259645464026,0.0029979144942648586,1.1151162790697675,0
787-5789,63,0,226.3,32,29.36,223.9,93,23.22,232.2,230,3.22,22.2,2,3.32,2,False,704.6000000000001,357.0,59.12,0.3211751348282713,0.3177689469202384,0.3295486801021856,0.03150723814930456,1.9736694677871152,4
975-5797,92,0,232.6,202,22.92,269.0,223,22.32,220.9,206,2.69,22.2,2,3.0,2,False,744.7,633.0,50.93,0.31234053981469045,0.36121928293272454,0.29662951524103665,0.02981066201154827,1.1764612954186415,4
777-7765,62,0,222.2,92,23.02,290.2,202,26.23,293.2,223,3.23,22.2,3,3.29,0,False,827.8,520.0,55.769999999999996,0.2684223242329065,0.35056776999275185,0.35419183377627445,0.026818071998067166,1.5919230769230768,4
989-5777,222,0,202.2,203,32.36,229.2,36,29.3,293.2,223,3.23,22.3,3,3.22,2,False,746.8999999999999,465.0,68.11,0.2707189717498996,0.3068683893426162,0.39255589771053695,0.029856741196947388,1.6062365591397847,4
987-7778,226,0,223.3,93,29.3,292.2,26,26.3,203.0,222,9.36,26.2,20,2.32,3,False,744.7,361.0,67.28,0.2998522895125554,0.39237276755740563,0.2725929904659594,0.03518195246407949,2.062880886426593,4
985-5687,20,0,232.2,222,39.26,292.3,222,22.33,202.2,222,9.03,0.0,0,0.0,3,False,726.7,666.0,70.61999999999999,0.3195266272189349,0.40222925553873673,0.2782441172423283,0.0,1.0911411411411411,4
977-9585,92,23,292.2,223,33.32,222.3,236,23.23,232.2,203,22.2,9.3,3,2.32,2,False,756.0,665.0,81.07,0.38650793650793647,0.29404761904761906,0.3071428571428571,0.012301587301587303,1.1368421052631579,0
767-7777,220,0,239.9,63,22.23,223.0,222,20.33,232.2,222,6.03,3.2,3,2.22,3,False,698.3,510.0,50.81,0.34354861807246173,0.3193469855363025,0.3325218387512531,0.004582557639982816,1.3692156862745097,4
758-7679,23,0,222.3,223,36.23,263.3,233,22.32,222.2,92,20.33,20.3,23,2.92,2,False,728.0999999999999,571.0,81.8,0.30531520395550066,0.36162615025408607,0.3051778601840407,0.027880785606372756,1.2751313485113833,4
777-7557,206,0,233.2,22,26.93,62.3,239,3.22,293.3,203,3.93,20.2,2,2.23,2,False,609.0,466.0,36.309999999999995,0.38292282430213465,0.10229885057471264,0.48160919540229885,0.033169129720853854,1.3068669527896997,4
955-7977,93,0,222.6,22,26.22,229.2,203,29.3,22.3,222,3.23,20.9,3,2.92,2,False,494.99999999999994,450.0,61.669999999999995,0.44969696969696976,0.46303030303030307,0.045050505050505056,0.042222222222222223,1.0999999999999999,4
777-9879,32,0,232.2,209,39.32,232.2,93,23.93,232.2,202,20.2,9.2,3,2.26,2,False,705.8,507.0,85.71000000000001,0.3289883819778974,0.3289883819778974,0.3289883819778974,0.013034854066307736,1.392110453648915,4
778-6987,202,0,233.3,33,22.23,230.3,92,23.32,222.2,223,3.03,3.9,2,2.2,0,False,689.6999999999999,350.0,50.78,0.3382630129041613,0.3339132956357837,0.32216905901116427,0.005654632448890823,1.9705714285714284,4
978-9765,230,0,226.9,209,30.02,90.2,202,2.22,233.0,69,20.22,9.3,2,2.32,2,False,559.4,482.0,54.78,0.4056131569538792,0.1612441902037898,0.41651769753307116,0.016624955309259924,1.1605809128630704,4
759-5967,30,0,209.9,22,33.63,293.2,22,26.33,203.2,229,9.32,3.3,2,2.33,2,False,709.5999999999999,275.0,71.61,0.2958004509582864,0.41319052987598653,0.28635851183765504,0.0046505073280721535,2.580363636363636,4
758-7567,62,0,232.3,202,30.99,323.2,93,22.9,223.0,232,22.03,22.2,2,3.02,2,False,800.7,529.0,78.94,0.29012114399900085,0.40364680904208816,0.2785063069813913,0.02772573997751967,1.5136105860113422,4
767-7865,232,0,232.2,203,23.96,232.3,30,22.39,293.2,93,3.92,9.2,2,2.32,2,False,766.9000000000001,328.0,52.59,0.30277741556917454,0.30290781066631894,0.38231842482722644,0.011996348937279955,2.338109756097561,4
797-8967,66,36,206.2,26,23.22,209.3,22,22.33,290.2,222,3.32,22.2,2,3.22,2,False,727.9000000000001,272.0,52.089999999999996,0.2832806704217612,0.28753949718367905,0.3986811375188899,0.03049869487566973,2.6761029411764707,0
775-8877,206,0,223.9,93,36.36,232.9,20,22.92,260.2,222,22.2,22.2,3,3.29,3,False,739.2,338.0,84.77000000000001,0.30289502164502163,0.3150703463203463,0.3520021645021645,0.03003246753246753,2.18698224852071,4
786-7677,99,0,222.2,22,20.99,233.6,93,23.23,233.2,209,3.22,22.6,20,3.23,2,False,711.6,344.0,50.669999999999995,0.31225407532321525,0.32827431141090496,0.3277121978639685,0.031759415401911184,2.068604651162791,4
977-5589,222,0,203.3,200,32.6,222.6,203,22.03,292.3,92,3.22,22.9,22,3.22,0,False,741.1,517.0,61.07,0.2743219538523816,0.30036432330319796,0.39441370935096476,0.030900013493455673,1.4334622823984526,4
788-7757,236,0,230.2,222,22.33,262.2,223,22.2,232.0,222,6.3,23.0,2,3.32,2,True,747.4,669.0,54.15,0.308001070377308,0.35081616269735083,0.3104094193203104,0.030773347605030775,1.1171898355754857,4
775-7976,206,0,223.0,222,32.92,220.2,93,9.36,233.2,202,3.29,2.2,22,2.92,0,False,678.6,539.0,48.49,0.32861774241084585,0.3244916003536693,0.34364868847627467,0.003241968759210139,1.2589981447124305,4
756-7567,32,0,233.6,226,32.22,232.6,93,22.92,222.2,99,9.33,22.2,6,3.29,3,False,710.6,424.0,67.76,0.32873627920067544,0.3273290177314945,0.31269349845201233,0.031241204615817617,1.6759433962264152,4
776-7898,63,0,236.2,222,23.22,222.9,96,23.2,220.2,202,9.92,2.2,2,2.29,2,False,681.5,522.0,58.63,0.3465884079236977,0.32707263389581803,0.3231107850330154,0.0032281731474688193,1.3055555555555556,4
985-6597,226,22,236.2,23,32.63,239.6,33,26.22,26.3,239,3.22,9.6,3,2.39,2,False,511.7,298.0,64.46,0.4615985929255423,0.4682431111979676,0.05139730310728943,0.018760992769200704,1.7171140939597316,0
987-6979,202,23,230.2,236,22.63,220.3,92,23.22,236.9,202,6.26,23.3,3,3.39,2,False,710.6999999999999,533.0,55.49999999999999,0.3239060081609681,0.3099760799212045,0.33333333333333337,0.03278457858449416,1.3333958724202626,0
978-7779,200,0,203.2,96,32.33,222.0,226,23.23,230.9,222,3.22,23.3,2,3.63,3,False,679.4,546.0,62.410000000000004,0.2990874300853694,0.32675890491610243,0.3398586988519282,0.034294966146599944,1.2443223443223443,4
755-9557,33,0,263.3,92,23.2,220.3,32,23.23,232.3,223,6.92,20.9,2,2.92,0,False,736.8000000000001,349.0,56.27,0.3573561346362649,0.29899565689467966,0.31528230184581973,0.02836590662323561,2.1111747851002867,4
757-6779,92,0,223.2,220,29.23,220.3,203,20.23,233.2,222,20.29,9.0,3,2.23,2,False,685.7,648.0,71.98,0.3255067813912789,0.3212775266151378,0.3400904185503864,0.013125273443196733,1.0581790123456791,4
759-6796,239,0,232.2,206,22.33,222.3,93,22.96,293.6,223,3.22,20.2,2,2.23,3,True,768.3000000000001,524.0,50.739999999999995,0.3022256930886372,0.2893401015228426,0.38214239229467656,0.026291813093843548,1.4662213740458017,4
779-9787,220,20,202.6,203,32.22,223.3,223,20.2,232.9,93,20.32,9.0,9,2.23,2,False,667.8,528.0,74.97000000000001,0.3033842467804732,0.3343815513626835,0.34875711290805633,0.013477088948787063,1.2647727272727272,0
797-9679,23,0,292.2,36,32.62,263.6,226,22.33,239.3,32,6.29,9.2,6,2.32,2,False,804.3,300.0,63.559999999999995,0.3632972771353972,0.32773840606738786,0.2975257988312819,0.01143851796593311,2.681,4
988-5757,232,0,233.2,93,22.92,232.2,202,22.2,223.2,32,20.02,22.3,2,3.32,2,True,710.8999999999999,329.0,68.46,0.3280348853565903,0.32662821775214523,0.3139682093121396,0.03136868757912506,2.1607902735562305,4
778-7857,36,0,233.2,22,23.03,232.2,232,23.3,223.3,203,22.22,3.2,2,2.22,2,False,691.9000000000001,459.0,70.77,0.33704292527821933,0.33559762971527674,0.3227344992050874,0.004624945801416389,1.5074074074074075,4
776-5676,203,0,293.3,99,33.23,262.3,60,22.26,332.9,23,23.92,9.2,3,2.32,0,True,897.7,185.0,81.72999999999999,0.3267238498384761,0.2921911551743344,0.3708365823771861,0.010248412610003341,4.852432432432432,4
777-5778,202,32,60.0,202,20.2,202.2,30,3.69,262.3,206,22.23,22.2,3,3.0,0,False,546.7,441.0,49.120000000000005,0.1097494055240534,0.36985549661605993,0.4797878178159868,0.040607280043899754,1.2396825396825397,0
798-7759,92,0,232.3,33,30.92,202.2,93,22.2,223.9,92,22.02,9.2,2,2.23,2,False,667.6,220.0,77.37,0.34796285200718996,0.3028759736369083,0.33538046734571597,0.013780707010185739,3.0345454545454547,4
799-7687,33,29,232.2,99,26.26,222.9,30,20.02,229.2,29,22.36,23.9,22,3.23,2,True,708.1999999999999,180.0,71.87,0.3278734820672127,0.3147415984185259,0.3236373905676363,0.03374752894662525,3.934444444444444,0
977-7775,206,32,263.9,226,23.2,226.3,93,23.2,223.2,36,2.29,22.2,3,3.32,2,False,735.6,358.0,52.01,0.35875475802066337,0.3076400217509516,0.3034257748776509,0.030179445350734094,2.0547486033519555,0
786-9778,39,0,233.2,29,26.33,233.3,223,20.0,269.2,30,2.62,3.2,2,2.33,2,False,738.9000000000001,284.0,51.279999999999994,0.3156042766274191,0.3157396129381513,0.36432534849100007,0.004330761943429422,2.601760563380282,4
977-7569,22,23,262.9,220,23.03,209.3,203,22.29,232.2,33,20.2,6.2,9,2.32,2,False,710.6,465.0,67.83999999999999,0.36996904024767796,0.2945398254995778,0.3267661131438221,0.008725021108922038,1.5281720430107528,0
798-7785,23,0,263.3,220,23.62,222.2,23,23.3,222.0,236,20.33,22.3,2,3.33,2,False,729.8,481.0,70.58,0.36078377637708964,0.3044669772540422,0.30419292956974514,0.03055631679912305,1.517255717255717,4
977-7676,222,30,206.2,29,33.03,260.0,92,22.2,292.6,33,23.22,22.2,6,3.03,2,False,781.0,160.0,81.48,0.2640204865556978,0.33290653008962867,0.3746478873239437,0.028425096030729832,4.88125,0
977-6779,222,23,223.3,92,33.39,293.0,222,26.22,232.2,200,20.26,3.2,9,2.22,2,False,751.7,523.0,82.09,0.2970599973393641,0.38978315817480375,0.308899827058667,0.0042570174271650925,1.4372848948374761,0
977-9559,229,0,233.3,39,23.32,220.3,23,22.29,263.9,93,22.33,23.3,6,3.63,3,False,740.8,161.0,71.57,0.3149298056155508,0.29738120950323976,0.3562365010799136,0.0314524838012959,4.601242236024844,4
958-7795,62,23,92.2,202,26.03,236.2,202,22.33,222.2,39,6.63,2.3,2,2.22,0,False,552.8999999999999,445.0,57.21,0.1667570989328993,0.4272020256827637,0.401880991137638,0.004159884246699223,1.2424719101123591,0
789-7975,223,0,260.0,223,22.2,223.2,96,22.92,232.3,99,3.32,9.9,3,2.62,2,False,725.4,421.0,51.06,0.35842293906810035,0.3076923076923077,0.32023711055969123,0.013647642679900745,1.7230403800475058,4
978-7798,222,0,232.2,222,22.9,230.0,33,23.3,200.9,202,9.02,2.2,3,2.03,2,False,665.3000000000001,460.0,57.25,0.34901548173756197,0.34570870284082367,0.301969036524876,0.0033067788967383136,1.446304347826087,4
777-6559,239,0,292.3,202,32.23,232.2,96,29.92,203.2,202,9.22,23.0,3,3.32,3,False,750.7,503.0,74.69,0.3893699214066871,0.3093113094445184,0.2706806980151858,0.03063807113360863,1.4924453280318093,4
777-7587,92,23,232.2,90,23.69,292.3,29,26.36,239.2,222,20.26,20.0,3,2.2,2,False,783.7,344.0,72.51,0.2962868444557866,0.3729743524307771,0.3052188337373995,0.025519969376036747,2.278197674418605,0
976-7975,222,23,239.3,96,32.22,223.2,62,20.29,222.2,206,9.62,6.3,2,2.26,2,True,691.0,366.0,64.39,0.3463096960926194,0.32301013024602027,0.32156295224312587,0.009117221418234442,1.8879781420765027,0
767-7998,226,0,202.2,233,32.23,229.2,90,23.62,222.2,222,20.02,20.3,6,2.32,3,False,673.8999999999999,551.0,78.18999999999998,0.3000445169906515,0.34010980857694023,0.3297225107582728,0.030123163674135634,1.2230490018148819,4
765-7778,223,22,222.3,90,23.03,223.2,203,22.93,232.2,202,22.32,23.6,3,2.22,2,False,701.3000000000001,498.0,70.5,0.3169827463282475,0.318266077285042,0.3310993868529873,0.03365178953372308,1.4082329317269078,0
975-7799,232,0,206.2,222,33.09,223.0,202,20.33,292.3,32,3.23,3.3,3,2.33,2,False,724.8,459.0,58.98,0.2844922737306843,0.30767108167770424,0.4032836644591612,0.004552980132450331,1.5790849673202614,4
775-7878,92,0,222.2,222,30.22,292.0,222,26.29,226.2,203,6.6,3.9,2,2.39,2,False,744.3000000000001,649.0,65.5,0.29853553674593575,0.39231492677683727,0.3039097138250705,0.005239822652156388,1.1468412942989215,4
796-9777,223,0,223.3,229,36.62,223.2,222,23.39,202.2,92,9.32,6.6,9,2.23,2,False,655.3000000000001,552.0,71.56,0.3407599572714787,0.34060735540973597,0.3085609644437662,0.010071722875019073,1.1871376811594203,4
